"id","lcp","species","family"
"sel_anc-1",0.278915240513649,"sel_anc","Selaginella"
"sel_anc-2",0.286602158255627,"sel_anc","Selaginella"
"sel_anc-3",3.15357575365525,"sel_anc","Selaginella"
"sel_anc-4",3.94355680767339,"sel_anc","Selaginella"
"sel_anc-5",0.743660821649444,"sel_anc","Selaginella"
"sel_art-1",3.0942981371392,"sel_art","Selaginella"
"sel_art-2",3.03737881690299,"sel_art","Selaginella"
"sel_art-3",2.16838108394078,"sel_art","Selaginella"
"sel_art-4",2.84955186212163,"sel_art","Selaginella"
"sel_art-5",0.7592751528631,"sel_art","Selaginella"
"sel_ate-1",8.3488796038318,"sel_ate","Selaginella"
"sel_ate-2",8.39991866785108,"sel_ate","Selaginella"
"sel_ate-3",5.33712120228485,"sel_ate","Selaginella"
"sel_ate-4",11.8977962576267,"sel_ate","Selaginella"
"sel_ate-5",6.82953993675421,"sel_ate","Selaginella"
"sel_eur-1",12.9417436971218,"sel_eur","Selaginella"
"sel_eur-2",12.1615671812115,"sel_eur","Selaginella"
"sel_eur-3",10.5782869070757,"sel_eur","Selaginella"
"sel_eur-4",6.77905199660347,"sel_eur","Selaginella"
"sel_eur-5",8.40276531674408,"sel_eur","Selaginella"
"sel_oax-1",0.0194474610970918,"sel_oax","Selaginella"
"sel_oax-2",-1.21405954320834,"sel_oax","Selaginella"
"sel_oax-3",1.17793901578461,"sel_oax","Selaginella"
"sel_oax-4",-0.16466491068541,"sel_oax","Selaginella"
"sel_oax-5",0.795063105772252,"sel_oax","Selaginella"
"sel_swi-1",5.71150098833441,"sel_swi","Selaginella"
"sel_swi-2",5.09483052786447,"sel_swi","Selaginella"
"sel_swi-3",6.0222844258754,"sel_swi","Selaginella"
"sel_swi-4",4.84639094461251,"sel_swi","Selaginella"
"sel_swi-5",7.73363573344271,"sel_swi","Selaginella"
"sel_umb-1",2.15936542993921,"sel_umb","Selaginella"
"sel_umb-2",2.90867543346446,"sel_umb","Selaginella"
"sel_umb-3",4.00256501089924,"sel_umb","Selaginella"
"sel_umb-4",4.2010355466253,"sel_umb","Selaginella"
"sel_umb-5",3.54658487532528,"sel_umb","Selaginella"
"cyc_sem-1",2.72587745020491,"cyc_sem","Ferns"
"cyc_sem-2",3.99052744811545,"cyc_sem","Ferns"
"cyc_sem-3",3.9483869556156,"cyc_sem","Ferns"
"dip_str-1",2.15109995210078,"dip_str","Ferns"
"dip_str-2",2.85050685470971,"dip_str","Ferns"
"dip_str-3",1.1058451916179,"dip_str","Ferns"
"dip_str-4",1.77055500297848,"dip_str","Ferns"
"dip_str-5",2.89247192911211,"dip_str","Ferns"
